"task_index","scheduler_job_id","map_id","map_file","map_sha256","map_case_index","country","country_ordinal","candidate_slot","candidate_start","opponent_start","engine_seed","repeat","winner","endpoint_status","updates","candidate_buildings","opponent_buildings","source_commit","program_sha256","allocation_sha256","cell_sha256","cell_path"
"674","24607445","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","312","Africans","5","0","62,111","72,22","3002900312","0","opponent","baseline_win","69166","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","3ff23733c5657f3a7deccf1359a8c65fe39a4085d7cd4fa99fb29efdf12300ca","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-674/cell.json"
"675","24607446","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","316","Africans","5","0","72,22","41,91","3002900316","0","candidate","candidate_win","9336","8","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","45166c8c43ae45e3118c42e28a7599b5ca4677acafcdf0e13636718d43f76135","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-675/cell.json"
"676","24607452","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","320","Africans","5","0","91,41","22,72","3002900320","0","opponent","baseline_win","31399","0","9","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","c49f8452af6119d179fdf60ce7485b7d5126ab6d3003a7346ba3bac3c74f6d7f","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-676/cell.json"
"677","24607453","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","327","Africans","5","0","111,61","62,111","3002900327","0","candidate","candidate_win","14712","9","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","0ed3dfc1f59ba0e26b3881f31b96e25b81c3d5294dd2ae2fc73ad970e1f0f5af","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-677/cell.json"
"678","24607626","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","334","Africans","5","1","22,72","111,61","3002900334","0","opponent","baseline_win","25654","0","8","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","aba920a9aa013c55d4b56732266b7097e61d1916b3a4f79a9f7072bab7f9c38b","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-678/cell.json"
"679","24607649","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","338","Africans","5","1","41,91","91,41","3002900338","0","candidate","candidate_win","9982","7","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","49a00c70593a0ef04b358b89e6c72381450fa3e1b9b838b68d6352bd82f6778d","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-679/cell.json"
"680","24607652","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","342","Africans","5","1","62,111","72,22","3002900342","0","opponent","baseline_win","83648","0","11","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","d027153a6bbab6173758363aa9b5bb0f655841f9fedfeaeb934deed5b89af149","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-680/cell.json"
"681","24607653","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","346","Africans","5","1","72,22","41,91","3002900346","0","candidate","candidate_win","9613","8","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","1a42764d73ef9377115cdb59aac491090df70ccd5d9e4ca54a72b01dc65deb86","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-681/cell.json"
"682","24607654","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","350","Africans","5","1","91,41","22,72","3002900350","0","opponent","baseline_win","30680","0","11","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","e4d7c3d9bd4850e4058230cb7b7408d16a8c87f1a2ec6ecb8bbba23bbeac11f0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-682/cell.json"
"683","24607655","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","357","Africans","5","1","111,61","62,111","3002900357","0","candidate","candidate_win","8374","7","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","9fd5d7b3d9620a40cba073cb2675e286f8ecb326db78da9afc61d8837f017c9a","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-683/cell.json"
"684","24607657","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","363","Arabs","6","0","22,72","91,41","3002900363","0","candidate","candidate_win","25351","15","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","ff42e83e10f48d292ff3dffbac8ac3ae45fc83817c3f19e24637ef61641a3fe9","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-684/cell.json"
"685","24607658","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","369","Arabs","6","0","41,91","111,61","3002900369","0","opponent","baseline_win","9918","0","6","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","53375e8bb23b450ed9d3166c48f4575c56ed42088377113b053b4c476c9086e1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-685/cell.json"
"686","24607659","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","372","Arabs","6","0","62,111","72,22","3002900372","0","candidate","candidate_win","13834","8","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","e8e98b0d77f965fa598fcad974c35ef7da77bbdf8d57bc0eee7acb5db680e0d2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-686/cell.json"
"687","24607661","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","377","Arabs","6","0","72,22","62,111","3002900377","0","candidate","candidate_win","14253","9","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","c6c9614f0a56a125b5c46b4243d15713148ee2306a13c9f9ec535ba7b19fe6d5","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-687/cell.json"
"688","24607663","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","380","Arabs","6","0","91,41","22,72","3002900380","0","candidate","candidate_win","33737","20","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","ced31b65433ba70fcf11159cf48bccde94b59cb91329202fee6be6facb57fee1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-688/cell.json"
"689","24607664","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","386","Arabs","6","0","111,61","41,91","3002900386","0","opponent","baseline_win","26207","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","3039b49b063a51aa30e358e081a3097196157928a993fad75148d79b67e51b35","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-689/cell.json"
"690","24607665","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","393","Arabs","6","1","22,72","91,41","3002900393","0","opponent","baseline_win","32838","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","dcb6353c6a130ce8bfd3e3506e79a64ff2ba8bd91c206ccf87f4a5d8af16b487","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-690/cell.json"
"691","24607666","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","399","Arabs","6","1","41,91","111,61","3002900399","0","opponent","baseline_win","9430","0","6","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","80973c17d3e4b7fdfe93fee81df35c24f1d7eedcd2c24ce87e9da566ab485576","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-691/cell.json"
"692","24607667","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","402","Arabs","6","1","62,111","72,22","3002900402","0","candidate","candidate_win","54798","19","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","60e66f7b2beee0fe683d70a2f7f961a7925b9726f147bdb00bf25178215d75b2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-692/cell.json"
"693","24607668","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","407","Arabs","6","1","72,22","62,111","3002900407","0","candidate","candidate_win","21289","9","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","24da7d42dd0af88234788255dda735f8f62eff7ef51dbe5ca07a85c9aadc4e55","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-693/cell.json"
"694","24607669","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","410","Arabs","6","1","91,41","22,72","3002900410","0","candidate","candidate_win","50726","21","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","ad053c6a5b867fda9d8d7bcf0a6149decc02f7fc95520357b22c94f7d3168514","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-694/cell.json"
"695","24607671","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","416","Arabs","6","1","111,61","41,91","3002900416","0","opponent","baseline_win","26956","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","27a15166414c2eaeee5e3d7139ae36bee2d806cbbdf403a0e3699e1335f005bf","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-695/cell.json"
"696","24607675","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","421","Confederation","7","0","22,72","62,111","3002900421","0","opponent","baseline_win","24558","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","4ee2775a5ad9663b57e97e29defd5cffaa3c69a94e7538d94cc82d33ac3013f4","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-696/cell.json"
"697","24607676","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","428","Confederation","7","0","41,91","91,41","3002900428","0","opponent","baseline_win","65425","0","8","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","f75041f1ad63d89886891f099a8a740e2cebf161e52c34825f2689e6336451e9","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-697/cell.json"
"698","24607678","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","431","Confederation","7","0","62,111","41,91","3002900431","0","opponent","baseline_win","17876","0","8","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","24ba584d0c44b7ad0737384db1f46196cdaef9a76e33a97c9b437cdc92880c13","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-698/cell.json"
"699","24607679","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","439","Confederation","7","0","72,22","111,61","3002900439","0","candidate","candidate_win","16969","9","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","e4c5e4a4b9928692bc8fb73d65c84b9ceb4bddc9d6f5c7a3f8f2f9dbd8ec6bb9","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-699/cell.json"
"700","24607680","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","443","Confederation","7","0","91,41","72,22","3002900443","0","opponent","baseline_win","5912","0","4","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","935ab33faf5147a28d480310167be2c92a47bb28892c14a0460189899d4e9fb3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-700/cell.json"
"701","24607682","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","445","Confederation","7","0","111,61","22,72","3002900445","0","candidate","candidate_win","9626","7","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","9bc5b06545f5e91c254c0fc5210c02b888e495b9f0c489909c396afb2cb00cb2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-701/cell.json"
"702","24607685","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","451","Confederation","7","1","22,72","62,111","3002900451","0","opponent","baseline_win","19033","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","0bb577b067e7910d82c2bb9cb81ca754b4f3b20088b2ec43ca38dd522c9791e9","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-702/cell.json"
"703","24607686","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","458","Confederation","7","1","41,91","91,41","3002900458","0","draw","tick_cap_draw","90000","3","9","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","c50aacdf7eac9e1a4d679e4a05fe4453c7203596650b3c289096d7e3c9c1d468","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-703/cell.json"
"704","24607687","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","461","Confederation","7","1","62,111","41,91","3002900461","0","candidate","candidate_win","35777","18","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","c84177fa410161b4874607376bc3aa4e88a1105ab8de8b03aec8c6f6d0367e7f","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-704/cell.json"
"705","24607689","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","469","Confederation","7","1","72,22","111,61","3002900469","0","candidate","candidate_win","25378","13","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","56c2525479125c45e6c126d7103e2d34f7fad8a5eb4092efe0f580a91bbefa52","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-705/cell.json"
"706","24607693","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","473","Confederation","7","1","91,41","72,22","3002900473","0","opponent","baseline_win","5910","0","4","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","f5d7f991b1d291bc576bd3d221802f16eeb23f3a71a9c560b860c48366316a77","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-706/cell.json"
"707","24607694","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","475","Confederation","7","1","111,61","22,72","3002900475","0","opponent","baseline_win","17536","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","ab948b7f9e8580b846acd234cfdd02ecbf098aadfa9f9f074f39ffb24bf68279","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-707/cell.json"
"708","24607695","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","484","Russians","8","0","22,72","111,61","3002900484","0","opponent","baseline_win","20538","0","8","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","bd6fbe9b008cf65e702aec59ce35a407ad8937f9baba5ee78f39fec6744c8291","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-708/cell.json"
"709","24607696","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","486","Russians","8","0","41,91","62,111","3002900486","0","opponent","baseline_win","5946","0","5","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","28121c3c69f2b417b4a037c7b46e3088fcd66d3dc757c4003c3d03612b509450","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-709/cell.json"
"710","24607697","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","490","Russians","8","0","62,111","22,72","3002900490","0","candidate","candidate_win","18909","9","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","2b0fdfdfb1845ba387f6a1849416d169999792155555c9540cbb77e6247a75a0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-710/cell.json"
"711","24607698","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","498","Russians","8","0","72,22","91,41","3002900498","0","opponent","baseline_win","6632","0","6","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","bb6c20a3fa7dde996adb296570b38f26024cf3f0d7fcb3028ec5cdcc09fc3b7a","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-711/cell.json"
"712","24607862","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","501","Russians","8","0","91,41","41,91","3002900501","0","candidate","candidate_win","36103","18","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","a989a95fdf15f417a9fa9e5ff744ba7ff5261f453aa8013f4094155e4a74b7f2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-712/cell.json"
"713","24607875","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","508","Russians","8","0","111,61","72,22","3002900508","0","opponent","baseline_win","24529","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","d115f6ceeac9b4678000b4f35ed5886768702fccfb9a3f9fc99a91ba54f5deb8","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-713/cell.json"
"714","24607881","tour-of-egypt","cd_chrono_tourofegypt.map","2e660f22cf5ef994ca7453d14b9f68349063f9086b7c7c038f58e2067706236e","514","Russians","8","1","22,72","111,61","3002900514","0","opponent","baseline_win","9676","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","d3ece6c1af79b5179d77709a6dfa2c6df729c5f7b5d17948aee0d44025011140","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-714/cell.json"
