"caseIndex","opponent","opponentMapOrdinal","mapId","directionOrdinal","candidateStart","opponentStart","candidateStartOrdinal","opponentStartOrdinal","countryOrdinal","country","candidateSlot","requestedEngineSeed","maxUpdates","stratumId","topologyId","role","schedulerJobId","pairedArtifactSha256","sourceCommit","disabledV5","disabledV6","v2V5","v2V6"
"396","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","0","Americans","0","3350108396","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069655","9bd69d6954354a0796c444935a13a615cd43b0c53be9a14d0a92f53e26d578b6","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":7707,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7707,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7776,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7776,""winner"":""candidate""}"
"397","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","0","Americans","1","3350108397","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069656","15c6e70b16c496e60d86fe6a68f60f741ac247e47e801b095d87ae052bd864ae","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":9022,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9022,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5314,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5314,""winner"":""baseline""}"
"398","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","1","Alliance","0","3350108398","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069657","d56e293c755cd2192c65fec4cb66eec6367cb974ecb567dc1b63ff844271df55","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":13078,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13078,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6143,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6143,""winner"":""baseline""}"
"399","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","1","Alliance","1","3350108399","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069658","79696cd8b042e41c6d84e08dca6085e35d5ba3c7bef43c781d222996d251299b","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":5764,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5764,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5560,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5560,""winner"":""baseline""}"
"400","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","2","French","0","3350108400","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069659","e29eabcbc1836166149509094e3327fbbff4c8fadc9573b983c08d4ca1c1dfdd","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":5867,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5867,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5548,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5548,""winner"":""baseline""}"
"401","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","2","French","1","3350108401","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069660","d777c7655ff41ca577880049a6ec87391fdc16ec2789f3c28d08e040cb6508d1","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":5897,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5897,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5716,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5716,""winner"":""baseline""}"
"402","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","3","Germans","0","3350108402","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069661","cef979a943d13f7c4cc575e58ad372cb14fcd0f8ae1928a8bb45e8952fa29676","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":5728,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5728,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6730,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6730,""winner"":""baseline""}"
"403","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","3","Germans","1","3350108403","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069662","1b415e6c3d702e0f8c79eb0c4a2e5b0fbc806ce1c4d67543baceec4237d18892","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6178,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6178,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5650,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5650,""winner"":""baseline""}"
"404","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","4","British","0","3350108404","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069664","2cb29b923d9ccfa8159ffe30a76b1fd62335b5223cee70e39d291aae582d73b9","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":11644,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11644,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":10600,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":10600,""winner"":""baseline""}"
"405","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","4","British","1","3350108405","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069665","a7aabde1aa4b373905341b60a9601d1667e19440de6b23bd2b621e06fbfc10fd","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6064,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6064,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5422,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5422,""winner"":""baseline""}"
"406","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","5","Africans","0","3350108406","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069666","db08d6773872f1396b93992760aa15864e5c5a18d7734748059e9d59850717ad","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6339,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6339,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7176,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7176,""winner"":""baseline""}"
"407","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","5","Africans","1","3350108407","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069667","08f115513d1e31107d645ff35a8ce8b521649daa37d49036c595d69b28e4b063","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":7390,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7390,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":10084,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":10084,""winner"":""baseline""}"
"408","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","6","Arabs","0","3350108408","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069668","80085d2b9c3465ee612e8fcb7edadd53e09fb370c603b8297187a03d1a1cc142","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":20400,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":20400,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":10675,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":10675,""winner"":""baseline""}"
"409","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","6","Arabs","1","3350108409","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069669","ce04b359d6f733320ff298a337d707e6dec4ae64b14e41f8075833c2ede163b3","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6461,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6461,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6981,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6981,""winner"":""baseline""}"
"410","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","7","Confederation","0","3350108410","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069670","112a754050878caf807c890ffcc55f8e13ccebd7e766a2e83fa6a3c46601b80d","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":23258,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":23258,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6814,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6814,""winner"":""baseline""}"
"411","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","7","Confederation","1","3350108411","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069671","e077b7420d4b8a4b11ae34c5cd31481d487830df6ef2460f0089fc232e625479","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6762,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6762,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7064,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7064,""winner"":""baseline""}"
"412","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","8","Russians","0","3350108412","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069672","6340501d8dfb2a80f93bd7d1ffb403f21d9d702537b8fad24946d0c05922c1ba","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6412,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6412,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7023,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7023,""winner"":""baseline""}"
"413","pinned_supalosa","11","tour-of-egypt","0","22,72","41,91","0","1","8","Russians","1","3350108413","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069673","69436b3a5060d07b318a8d9b585a6dfd350c52f78d94de7ad53bdc1f37219fc1","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6332,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6332,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7125,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7125,""winner"":""baseline""}"
"414","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","0","Americans","0","3350108414","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069674","8472b4187b850a5fb7f2b8825707136fc2b9b46eb77180d12e0f58f9319944ba","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6448,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6448,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6280,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6280,""winner"":""baseline""}"
"415","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","0","Americans","1","3350108415","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069703","08598d9eb9bc9c96b3b454d16302dc137b3f47d0720d27c4091d8af9ddf3df2e","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6544,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6544,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6706,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6706,""winner"":""baseline""}"
"416","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","1","Alliance","0","3350108416","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069875","940112cc005ee9dd5e324713ff5b1d7f01c06b0b5ec90958c01174c13f3137e7","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6088,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6088,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6136,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6136,""winner"":""baseline""}"
"417","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","1","Alliance","1","3350108417","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069876","f7e468aec832e81c796c561e88e590b410edf4a85701521840d878291287681b","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":17956,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17956,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6946,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6946,""winner"":""baseline""}"
"418","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","2","French","0","3350108418","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069877","2dedefd658337eb7a3358aba8c887c0966437f5ae941f2050546162f2d8e7501","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6640,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6640,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6304,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6304,""winner"":""baseline""}"
"419","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","2","French","1","3350108419","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069878","47bb1f0816a45f9df42bbb8713730694ab1806ad852fb828c2e1ac98e69e3073","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":5650,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5650,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6862,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6862,""winner"":""baseline""}"
"420","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","3","Germans","0","3350108420","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069879","589a1f10f070a76a8433866d2713ffa2fa45b49b1d11c9daaae580866bd41aed","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":12127,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":12127,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6232,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6232,""winner"":""baseline""}"
"421","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","3","Germans","1","3350108421","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069880","14ba6c61f2dd710cef862a76af5b1ba5d08505b8c73fffb866cf3b56a05b040f","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":5584,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":5584,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6718,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6718,""winner"":""baseline""}"
"422","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","4","British","0","3350108422","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069881","f0dd9143dd33497b90201e76f7909c3c01f5b94cbfdb3f70d155b181fec0ea17","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6568,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6568,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6826,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6826,""winner"":""baseline""}"
"423","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","4","British","1","3350108423","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069885","173ff4bdf4e22ad42a2b1b4071f066c7a32409d7dddb8ee1d08ab7c5503fb4bc","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":7745,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7745,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6730,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6730,""winner"":""baseline""}"
"424","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","5","Africans","0","3350108424","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069886","39030d800190e5c6fd366eb0477d17832891e201c71076795ac0ce9a1227ee04","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":14953,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":14953,""winner"":""baseline""}","{""status"":""candidate_win"",""tick"":8777,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8777,""winner"":""candidate""}"
"425","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","5","Africans","1","3350108425","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069887","eb5ad49042542a457de67d2533f05c0ba1c1ed31800c600b81b402dd823ab979","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":16630,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":16630,""winner"":""baseline""}","{""status"":""candidate_win"",""tick"":8685,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8685,""winner"":""candidate""}"
"426","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","6","Arabs","0","3350108426","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069888","3e59ca7b17cd81a243cb327b94f9bd1d24a371dc8ee6b8dd35876615268689cc","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10668,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10668,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7479,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7479,""winner"":""candidate""}"
"427","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","6","Arabs","1","3350108427","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069889","a4de76b97f3fbd87697a29e32243bb3c4c84dc3ca57535af20e0712ce21422e6","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":11218,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11218,""winner"":""baseline""}","{""status"":""candidate_win"",""tick"":7832,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7832,""winner"":""candidate""}"
"428","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","7","Confederation","0","3350108428","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069890","b75a0c2f18c529d58de7d3b17efbca4b00eb7b1291f564c5cfa184c021bf6b27","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9921,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9921,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7435,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7435,""winner"":""candidate""}"
"429","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","7","Confederation","1","3350108429","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069891","e638a4a0e639b05bf10ff491eb5de6f836146cd98ded285d4ef642b4353f58b2","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9886,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9886,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7428,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7428,""winner"":""candidate""}"
"430","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","8","Russians","0","3350108430","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069897","84c34793c2abe9f59ca3e7854d2564e09ac0447044b1b0ee12946afcf3a118d5","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":6742,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":6742,""winner"":""baseline""}","{""status"":""candidate_win"",""tick"":7476,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7476,""winner"":""candidate""}"
"431","pinned_supalosa","11","tour-of-egypt","1","41,91","22,72","1","0","8","Russians","1","3350108431","24000","pinned_supalosa__tour-of-egypt","tour-of-egypt","competitive","27069898","9f92ac497499dd2bb6757552f2542e46739d94f4ed5cebc0455dbab1b65a76f0","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":14662,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":14662,""winner"":""baseline""}","{""status"":""candidate_win"",""tick"":8254,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8254,""winner"":""candidate""}"
"432","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","0","Americans","0","3350108432","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069899","0acb018c90156a49a2009391b2b284bf9e671f1c042aacbc61d57b8e82ea7c7d","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"433","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","0","Americans","1","3350108433","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069902","ac435c1bea6ccb91cbfb59db8316ad6254d04a0eefd076d378add0e66c5f5553","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"434","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","1","Alliance","0","3350108434","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069903","6d91b095a3512c33e537c68f5dfb82b4f11084e48a91cc231c32edaaf51f5bfb","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":15096,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15096,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15096,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15096,""winner"":""baseline""}"
"435","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","1","Alliance","1","3350108435","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069904","310fdb47ccb9e16cb23fc93cf5ce3fa03136fdc95c773b3cacf950a528e7a4d6","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"436","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","2","French","0","3350108436","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069905","509f3384ac4a01913e3562e994456b282dfcf747953df03fe066d79bf3d3bf7c","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""engine_nonliteral_termination_draw"",""tick"":19632,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":19632,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":19797,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":19696,""winner"":""baseline""}"
"437","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","2","French","1","3350108437","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069906","1d9efd35847c7ea6b586d4234816f37906102679bd697c9c2ac8df2a3539b452","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""engine_nonliteral_termination_draw"",""tick"":15972,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":15972,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":15972,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":15972,""winner"":""draw""}"
"438","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","3","Germans","0","3350108438","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069907","68b57e8f6b9ec009728437d8a2118336bab4d5f1f42c4b1b71a0bf9fe3e03ed1","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"439","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","3","Germans","1","3350108439","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069908","fef45aa60faf0780937fd8030befed8863b96969b2d86fda012f7da292f8c69b","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""engine_nonliteral_termination_draw"",""tick"":23967,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":23967,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":20967,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":20967,""winner"":""draw""}"
"440","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","4","British","0","3350108440","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069909","b04d3620528e0c55a541f56599ef9e44342bc83c5224e2f34827903ee4548d85","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"441","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","4","British","1","3350108441","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069912","9289dda542c8df6593218d9e7f2e7c21a4b1ae75247a4903e18eebba93889cce","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":15597,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15597,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15597,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15597,""winner"":""baseline""}"
"442","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","5","Africans","0","3350108442","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069913","fb7baa17296a8af6ec5baf530d595f755496cdf96bc238d9d7d51a04f92ee05a","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
