"caseIndex","opponent","opponentMapOrdinal","mapId","directionOrdinal","candidateStart","opponentStart","candidateStartOrdinal","opponentStartOrdinal","countryOrdinal","country","candidateSlot","requestedEngineSeed","maxUpdates","stratumId","topologyId","role","schedulerJobId","pairedArtifactSha256","sourceCommit","disabledV5","disabledV6","v2V5","v2V6"
"40","pinned_supalosa","1","peak","0","118,73","37,73","0","1","2","French","0","3350108040","24000","pinned_supalosa__peak","peak","competitive","27061688","7c462ffc111bd906c15422ed49e5bbaec1020e8a9dd3dd14d8aac963dceddea5","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10409,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10409,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":12565,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":12565,""winner"":""candidate""}"
"41","pinned_supalosa","1","peak","0","118,73","37,73","0","1","2","French","1","3350108041","24000","pinned_supalosa__peak","peak","competitive","27061689","e84f215eec0745d808887c7dd4c5055a961792af8ff7177647037bc25b73f501","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":17614,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":17614,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"42","pinned_supalosa","1","peak","0","118,73","37,73","0","1","3","Germans","0","3350108042","24000","pinned_supalosa__peak","peak","competitive","27061690","2789204599c24d1a8171cec293202ff889196d48b122d5cfb8163ebc32a03f3f","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"43","pinned_supalosa","1","peak","0","118,73","37,73","0","1","3","Germans","1","3350108043","24000","pinned_supalosa__peak","peak","competitive","27061691","bcec74f2014fd899ed95d10f697cf47b964c606cadac5947787b3ec350d62373","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":12175,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":12175,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"44","pinned_supalosa","1","peak","0","118,73","37,73","0","1","4","British","0","3350108044","24000","pinned_supalosa__peak","peak","competitive","27061692","7299e6c59d2fc3a3e430e0484a1b47a2ff776029b48b1ed79cfe7818b9e3e554","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"45","pinned_supalosa","1","peak","0","118,73","37,73","0","1","4","British","1","3350108045","24000","pinned_supalosa__peak","peak","competitive","27061693","6a3363032d234ce981e4156f2bf721f0ea74ab7d98069e78e632f87b1e9eeae5","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10990,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10990,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"46","pinned_supalosa","1","peak","0","118,73","37,73","0","1","5","Africans","0","3350108046","24000","pinned_supalosa__peak","peak","competitive","27061694","e88bfbf8716485760ac7db19451699527cc1560f5f7645bfe167a24c90c525f2","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10420,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10420,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9901,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9901,""winner"":""candidate""}"
"47","pinned_supalosa","1","peak","0","118,73","37,73","0","1","5","Africans","1","3350108047","24000","pinned_supalosa__peak","peak","competitive","27061695","ca2a1dbfd95fedb4c563fbab1ac55de9a74e40b273bce38e00de553b9715f2fa","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10134,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10134,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10011,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10011,""winner"":""candidate""}"
"48","pinned_supalosa","1","peak","0","118,73","37,73","0","1","6","Arabs","0","3350108048","24000","pinned_supalosa__peak","peak","competitive","27061696","0906e288087ec92b09614bbd33a4f61231143b320a7f3d06f56f7acba5839cde","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":11458,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11458,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11523,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11523,""winner"":""candidate""}"
"49","pinned_supalosa","1","peak","0","118,73","37,73","0","1","6","Arabs","1","3350108049","24000","pinned_supalosa__peak","peak","competitive","27061697","e2b0e411c7f93f4cd41ae18d7aa0fbaaecbc8b9ff32b23d31e71abf1787676d8","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9820,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9820,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10592,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10592,""winner"":""candidate""}"
"50","pinned_supalosa","1","peak","0","118,73","37,73","0","1","7","Confederation","0","3350108050","24000","pinned_supalosa__peak","peak","competitive","27061698","40408c20de453e49ab15dc64c04778f2b35917377466d1cdf5059a4e55ce73ad","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9552,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9552,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10080,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10080,""winner"":""candidate""}"
"51","pinned_supalosa","1","peak","0","118,73","37,73","0","1","7","Confederation","1","3350108051","24000","pinned_supalosa__peak","peak","competitive","27061699","3de3f0214aa3fb128d6d26909eb7ac3d7f4817fa2ef7e4409540f9232b05824f","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10991,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10991,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11890,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11890,""winner"":""candidate""}"
"52","pinned_supalosa","1","peak","0","118,73","37,73","0","1","8","Russians","0","3350108052","24000","pinned_supalosa__peak","peak","competitive","27061700","37940b47fca7ff0eb00fbffa89754c89bc0a84ab4aaf0df9c9cb387ab3862b7a","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10230,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10230,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10273,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10273,""winner"":""candidate""}"
"53","pinned_supalosa","1","peak","0","118,73","37,73","0","1","8","Russians","1","3350108053","24000","pinned_supalosa__peak","peak","competitive","27061701","87cb9432064c088f93259e1d4216527391178411bd2af7f2f6207f96a0a49433","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10892,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10892,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11885,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11885,""winner"":""candidate""}"
"54","pinned_supalosa","1","peak","1","37,73","118,73","1","0","0","Americans","0","3350108054","24000","pinned_supalosa__peak","peak","competitive","27061702","1670c525a0adb14b8ee6498c99d7a66c17db24df5464d8f5687da5c65cf51051","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""candidate_win"",""tick"":18534,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":18534,""winner"":""candidate""}"
"55","pinned_supalosa","1","peak","1","37,73","118,73","1","0","0","Americans","1","3350108055","24000","pinned_supalosa__peak","peak","competitive","27061703","df28755d4795b02f88994a4153fe207d9c423cc3986c44651e180bd1560700ab","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":20444,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":20444,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":20376,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":20376,""winner"":""candidate""}"
"56","pinned_supalosa","1","peak","1","37,73","118,73","1","0","1","Alliance","0","3350108056","24000","pinned_supalosa__peak","peak","competitive","27061704","f0120dfde9579f23751b7327e76159153683cbef33dc4120a51a0e292952ffff","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":11392,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11392,""winner"":""baseline""}"
"57","pinned_supalosa","1","peak","1","37,73","118,73","1","0","1","Alliance","1","3350108057","24000","pinned_supalosa__peak","peak","competitive","27061705","5915f788c8770f99f278d53b4fec1b3ad87bde2fb90cb96f699db36d32535c85","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":15722,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15722,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15358,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15358,""winner"":""baseline""}"
"58","pinned_supalosa","1","peak","1","37,73","118,73","1","0","2","French","0","3350108058","24000","pinned_supalosa__peak","peak","competitive","27061706","a3b4034fdd9f197b070160b4acff5f7c7f8b63a35e8e7a0c4ca3375dc3398f1f","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"59","pinned_supalosa","1","peak","1","37,73","118,73","1","0","2","French","1","3350108059","24000","pinned_supalosa__peak","peak","competitive","27061707","2356e4395c4559fb4627bd4e00357319c95a4bf7f2cecaf6888c9de44e654b8b","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":19985,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":19985,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"60","pinned_supalosa","1","peak","1","37,73","118,73","1","0","3","Germans","0","3350108060","24000","pinned_supalosa__peak","peak","competitive","27061708","a93b291508f537f4bc9f21bf965d49bdbdcdac9b42b48f31c73ca2efa71f37f9","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":10977,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":10977,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":18257,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":18257,""winner"":""baseline""}"
"61","pinned_supalosa","1","peak","1","37,73","118,73","1","0","3","Germans","1","3350108061","24000","pinned_supalosa__peak","peak","competitive","27061709","f2467a9cf84b0624f1e6a1d5cd34f11f6a4678e5f4d041db844fe485012ea65e","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":17530,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17530,""winner"":""baseline""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"62","pinned_supalosa","1","peak","1","37,73","118,73","1","0","4","British","0","3350108062","24000","pinned_supalosa__peak","peak","competitive","27061710","c391b1bb50b894c0429a0413e62891b45ef4f65b324c52c95d712d97210f39c6","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"63","pinned_supalosa","1","peak","1","37,73","118,73","1","0","4","British","1","3350108063","24000","pinned_supalosa__peak","peak","competitive","27061711","47ee7030ca49b11d1f17a4eb5ebe0d8c9d57e4c4d8eadc2ba9415db81877b626","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":17458,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17458,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":20873,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":20873,""winner"":""baseline""}"
"64","pinned_supalosa","1","peak","1","37,73","118,73","1","0","5","Africans","0","3350108064","24000","pinned_supalosa__peak","peak","competitive","27062119","285c8ec69b01af2ca11cc6cdb2f2b355aa0640ece3cb83b2f8666f750c525791","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10913,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10913,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8996,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8996,""winner"":""candidate""}"
"65","pinned_supalosa","1","peak","1","37,73","118,73","1","0","5","Africans","1","3350108065","24000","pinned_supalosa__peak","peak","competitive","27062120","49e3dc56dfa6887ff176609a8ed1758193a8c8bcb0ed9d93040a8dc91fda236f","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":11482,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11482,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8962,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8962,""winner"":""candidate""}"
"66","pinned_supalosa","1","peak","1","37,73","118,73","1","0","6","Arabs","0","3350108066","24000","pinned_supalosa__peak","peak","competitive","27062121","bb1604c24b47d43cf1a25b08fc8af737c0202a6287ce8cf6e5e0eddf6c859989","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10519,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10519,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8650,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8650,""winner"":""candidate""}"
"67","pinned_supalosa","1","peak","1","37,73","118,73","1","0","6","Arabs","1","3350108067","24000","pinned_supalosa__peak","peak","competitive","27062122","db2f19f2e8a0b81039ab8ecfa7578ce43fe50d6590ccdb906919d990e6bfc0ee","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9864,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9864,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9714,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9714,""winner"":""candidate""}"
"68","pinned_supalosa","1","peak","1","37,73","118,73","1","0","7","Confederation","0","3350108068","24000","pinned_supalosa__peak","peak","competitive","27062123","1229f758aefc06b4a846b9e52b1030e328af35988813454ffc5633eacb54da52","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":12170,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":12170,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9368,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9368,""winner"":""candidate""}"
"69","pinned_supalosa","1","peak","1","37,73","118,73","1","0","7","Confederation","1","3350108069","24000","pinned_supalosa__peak","peak","competitive","27062125","be46f07aa0b205d32aa0e7357708a784403a04894a76afe1fbebaa22fcf93876","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9384,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9384,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8242,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8242,""winner"":""candidate""}"
"70","pinned_supalosa","1","peak","1","37,73","118,73","1","0","8","Russians","0","3350108070","24000","pinned_supalosa__peak","peak","competitive","27062219","fb2dea94049b2eacfdb82d36f2ec14b96a4c11be3eaa5daacb8dc443d22b0045","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":12652,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":12652,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9908,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9908,""winner"":""candidate""}"
"71","pinned_supalosa","1","peak","1","37,73","118,73","1","0","8","Russians","1","3350108071","24000","pinned_supalosa__peak","peak","competitive","27062220","e7dd72e80f002d374786c6fce0949277456bf1e764f70a4a075411939e6be7d6","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":11823,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11823,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9147,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9147,""winner"":""candidate""}"
"72","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","0","Americans","0","3350108072","24000","pinned_supalosa__hfo-original","hfo","competitive","27062221","90a626167531272198203fcd6c1abbd1f8f2f7baa4cc786a4f94739b537dcafa","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":17655,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17655,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7960,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7960,""winner"":""baseline""}"
"73","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","0","Americans","1","3350108073","24000","pinned_supalosa__hfo-original","hfo","competitive","27062222","a27ab17805cb275954bd90de3cdab091acc2b7ecc1a3d4eeea1417e54533db36","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":8464,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8464,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":20130,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":20130,""winner"":""candidate""}"
"74","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","1","Alliance","0","3350108074","24000","pinned_supalosa__hfo-original","hfo","competitive","27062223","305efbd2afe634ae12919bffd6da97b7975e0a53e6135ff29d8b0908a40ee9be","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":14622,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":14622,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7663,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7663,""winner"":""baseline""}"
"75","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","1","Alliance","1","3350108075","24000","pinned_supalosa__hfo-original","hfo","competitive","27062476","3a566b737e13282a6635084603ecacffc7bd54e0e5a711212ae53ff28d5a8b38","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":7330,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":7330,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11663,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11663,""winner"":""candidate""}"
"76","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","2","French","0","3350108076","24000","pinned_supalosa__hfo-original","hfo","competitive","27062477","1a2f11e2d1cdc0a649e27bfef2334ae908f7e41b1e9b520f957e263d8a0bd331","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":7840,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7840,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7222,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7222,""winner"":""baseline""}"
"77","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","2","French","1","3350108077","24000","pinned_supalosa__hfo-original","hfo","competitive","27062478","e8a9fdfc0f8f7e010793c4f4855f8702f473fcfbc0d93feaa8cfc1670d589afa","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"78","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","3","Germans","0","3350108078","24000","pinned_supalosa__hfo-original","hfo","competitive","27062479","dc9d593797bf99c936752375df011b326bacacccfcb9abcc90797b3c184f8188","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":7213,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7213,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7776,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7776,""winner"":""baseline""}"
"79","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","3","Germans","1","3350108079","24000","pinned_supalosa__hfo-original","hfo","competitive","27062480","ca50daa5bcadba6c68721aa6fb041a5751bbf07f42c6159cad72d3fe2f0216f2","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":15218,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15218,""winner"":""baseline""}"
"80","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","4","British","0","3350108080","24000","pinned_supalosa__hfo-original","hfo","competitive","27062481","8eafb42f87c623656ac647e8c220ce7878a5b42e41cf255b57c8b8eb5e726233","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":17461,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17461,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7705,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":7705,""winner"":""baseline""}"
