"contrast","endpoint","group","id","cases","reference","treatment","referenceW","referenceD","referenceL","treatmentW","treatmentD","treatmentL","referenceScore","treatmentScore","referenceWinRate","treatmentWinRate","referenceWilsonLower90","treatmentWilsonLower90","pairedScore","pairedLiteralWin","referenceStatuses","treatmentStatuses","referenceTimes","treatmentTimes"
"v2_minus_disabled","v6","opponentCountryDirection","pinned_supalosa/Americans/1","30","disabled","separated_lanes_v2","18","6","6","11","10","9","0.7","0.5333333333333333","0.6","0.36666666666666664","0.4830779037399071","0.2635816922512699","-0.16666666666666666","-0.23333333333333334","{""baseline_win"":6,""candidate_win"":18,""engine_nonliteral_termination_draw"":2,""tick_cap_draw"":4}","{""baseline_win"":9,""candidate_win"":11,""tick_cap_draw"":10}","{""all"":{""n"":30,""min"":5662,""median"":13606,""p90"":24000,""max"":24000,""mean"":15155.666666666666},""W"":{""n"":18,""min"":9232,""median"":13606,""p90"":21164,""max"":21315,""mean"":14782.166666666666},""D"":{""n"":6,""min"":21642,""median"":24000,""p90"":24000,""max"":24000,""mean"":23571.5},""L"":{""n"":6,""min"":5662,""median"":7006,""p90"":11556,""max"":11556,""mean"":7860.333333333333}}","{""all"":{""n"":30,""min"":5938,""median"":18713,""p90"":24000,""max"":24000,""mean"":16967.3},""W"":{""n"":11,""min"":11146,""median"":18450,""p90"":20756,""max"":22249,""mean"":17003.636363636364},""D"":{""n"":10,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":9,""min"":5938,""median"":7663,""p90"":15460,""max"":15460,""mean"":9108.777777777777}}"
"v2_minus_disabled","v6","opponentCountryDirection","ra2web_advanced/Africans/0","20","disabled","separated_lanes_v2","4","15","1","3","14","3","0.575","0.5","0.2","0.15","0.11024848763714991","0.07467301975322671","-0.075","-0.05","{""baseline_win"":1,""candidate_win"":4,""tick_cap_draw"":15}","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":14}","{""all"":{""n"":20,""min"":7110,""median"":24000,""p90"":24000,""max"":24000,""mean"":21870.75},""W"":{""n"":4,""min"":7110,""median"":18795,""p90"":20464,""max"":20464,""mean"":13386.25},""D"":{""n"":15,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":23870,""median"":23870,""p90"":23870,""max"":23870,""mean"":23870}}","{""all"":{""n"":20,""min"":10344,""median"":24000,""p90"":24000,""max"":24000,""mean"":21726.15},""W"":{""n"":3,""min"":10344,""median"":19009,""p90"":20217,""max"":20217,""mean"":16523.333333333332},""D"":{""n"":14,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":11566,""median"":13881,""p90"":23506,""max"":23506,""mean"":16317.666666666666}}"
"v2_minus_disabled","v6","opponentCountryDirection","ra2web_advanced/Africans/1","20","disabled","separated_lanes_v2","5","15","0","1","19","0","0.625","0.525","0.25","0.05","0.14818790611051605","0.015078196553383891","-0.1","-0.2","{""candidate_win"":5,""tick_cap_draw"":15}","{""candidate_win"":1,""tick_cap_draw"":19}","{""all"":{""n"":20,""min"":8997,""median"":24000,""p90"":24000,""max"":24000,""mean"":20723.35},""W"":{""n"":5,""min"":8997,""median"":10292,""p90"":13401,""max"":13401,""mean"":10893.4},""D"":{""n"":15,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}","{""all"":{""n"":20,""min"":17944,""median"":24000,""p90"":24000,""max"":24000,""mean"":23697.2},""W"":{""n"":1,""min"":17944,""median"":17944,""p90"":17944,""max"":17944,""mean"":17944},""D"":{""n"":19,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}"
"v2_minus_disabled","v6","opponentCountryDirection","ra2web_advanced/Americans/0","20","disabled","separated_lanes_v2","3","2","15","3","1","16","0.2","0.175","0.15","0.15","0.07467301975322671","0.07467301975322671","-0.025","0","{""baseline_win"":15,""candidate_win"":3,""tick_cap_draw"":2}","{""baseline_win"":16,""candidate_win"":3,""tick_cap_draw"":1}","{""all"":{""n"":20,""min"":7894,""median"":18131,""p90"":24000,""max"":24000,""mean"":16948.45},""W"":{""n"":3,""min"":7894,""median"":9443,""p90"":19961,""max"":19961,""mean"":12432.666666666666},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":15,""min"":12085,""median"":17884,""p90"":21419,""max"":21997,""mean"":16911.4}}","{""all"":{""n"":20,""min"":7474,""median"":19356,""p90"":23512,""max"":24000,""mean"":18448.95},""W"":{""n"":3,""min"":7474,""median"":7810,""p90"":18136,""max"":18136,""mean"":11140},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":16,""min"":13032,""median"":19409,""p90"":23191,""max"":23512,""mean"":19472.4375}}"
"v2_minus_disabled","v6","opponentCountryDirection","ra2web_advanced/Americans/1","20","disabled","separated_lanes_v2","12","7","1","8","8","4","0.775","0.6","0.6","0.4","0.4572430242920638","0.27242042011421685","-0.175","-0.2","{""baseline_win"":1,""candidate_win"":12,""tick_cap_draw"":7}","{""baseline_win"":4,""candidate_win"":8,""tick_cap_draw"":8}","{""all"":{""n"":20,""min"":9904,""median"":18620,""p90"":24000,""max"":24000,""mean"":18440.1},""W"":{""n"":12,""min"":9904,""median"":16834,""p90"":18620,""max"":19880,""mean"":14945.75},""D"":{""n"":7,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":21453,""median"":21453,""p90"":21453,""max"":21453,""mean"":21453}}","{""all"":{""n"":20,""min"":11440,""median"":23096,""p90"":24000,""max"":24000,""mean"":20308.25},""W"":{""n"":8,""min"":11440,""median"":15843,""p90"":20660,""max"":20660,""mean"":15972.875},""D"":{""n"":8,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":4,""min"":19771,""median"":23096,""p90"":23350,""max"":23350,""mean"":21595.5}}"
"v2_minus_disabled","v5","populations","overall","200","disabled","separated_lanes_v2","69","82","49","49","92","59","0.55","0.475","0.345","0.245","0.3033421145706862","0.20820625395670245","-0.075","-0.1","{""baseline_win"":49,""candidate_win"":69,""engine_nonliteral_termination_draw"":4,""tick_cap_draw"":78}","{""baseline_win"":59,""candidate_win"":49,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":91}","{""all"":{""n"":200,""min"":5662,""median"":19880,""p90"":24000,""max"":24000,""mean"":17515.325},""W"":{""n"":69,""min"":7096,""median"":11296,""p90"":20249,""max"":21315,""mean"":13088.550724637682},""D"":{""n"":82,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23868.146341463416},""L"":{""n"":49,""min"":5662,""median"":12085,""p90"":21483,""max"":23870,""mean"":13117.69387755102}}","{""all"":{""n"":200,""min"":5872,""median"":20756,""p90"":24000,""max"":24000,""mean"":18826.875},""W"":{""n"":49,""min"":6718,""median"":15004,""p90"":20426,""max"":22249,""mean"":14744.081632653062},""D"":{""n"":92,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23932.956521739132},""L"":{""n"":59,""min"":5872,""median"":13881,""p90"":22643,""max"":23512,""mean"":14255.64406779661}}"
"v2_minus_disabled","v5","populations","supalosa","120","disabled","separated_lanes_v2","45","43","32","34","50","36","0.5541666666666667","0.49166666666666664","0.375","0.2833333333333333","0.3204089307987089","0.233816863802125","-0.0625","-0.09166666666666666","{""baseline_win"":32,""candidate_win"":45,""engine_nonliteral_termination_draw"":4,""tick_cap_draw"":39}","{""baseline_win"":36,""candidate_win"":34,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":49}","{""all"":{""n"":120,""min"":5662,""median"":16546,""p90"":24000,""max"":24000,""mean"":16195.1},""W"":{""n"":45,""min"":7096,""median"":10936,""p90"":20856,""max"":21315,""mean"":12854.466666666667},""D"":{""n"":43,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23748.558139534885},""L"":{""n"":32,""min"":5662,""median"":8883,""p90"":18927,""max"":23474,""mean"":10742.90625}}","{""all"":{""n"":120,""min"":5872,""median"":19637,""p90"":24000,""max"":24000,""mean"":17348.033333333333},""W"":{""n"":34,""min"":6718,""median"":14128,""p90"":20426,""max"":22249,""mean"":14521.85294117647},""D"":{""n"":50,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23876.64},""L"":{""n"":36,""min"":5872,""median"":9032,""p90"":18235,""max"":20537,""mean"":10949.694444444445}}"
"v2_minus_disabled","v5","populations","advanced","80","disabled","separated_lanes_v2","24","39","17","15","42","23","0.54375","0.45","0.3","0.1875","0.2389027396739289","0.13807137109455367","-0.09375","-0.1125","{""baseline_win"":17,""candidate_win"":24,""tick_cap_draw"":39}","{""baseline_win"":23,""candidate_win"":15,""tick_cap_draw"":42}","{""all"":{""n"":80,""min"":7110,""median"":23870,""p90"":24000,""max"":24000,""mean"":19495.6625},""W"":{""n"":24,""min"":7110,""median"":11836,""p90"":19880,""max"":20464,""mean"":13527.458333333334},""D"":{""n"":39,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":17,""min"":12085,""median"":18131,""p90"":21997,""max"":23870,""mean"":17587.882352941175}}","{""all"":{""n"":80,""min"":7474,""median"":24000,""p90"":24000,""max"":24000,""mean"":21045.1375},""W"":{""n"":15,""min"":7474,""median"":15843,""p90"":20217,""max"":20660,""mean"":15247.8},""D"":{""n"":42,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":23,""min"":11566,""median"":19730,""p90"":23350,""max"":23512,""mean"":19430.17391304348}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__hfo-bvb","8","disabled","separated_lanes_v2","4","2","2","3","0","5","0.625","0.375","0.5","0.375","0.2936454286357453","0.19535795103474965","-0.25","-0.125","{""baseline_win"":2,""candidate_win"":4,""tick_cap_draw"":2}","{""baseline_win"":5,""candidate_win"":3}","{""all"":{""n"":8,""min"":9816,""median"":14644,""p90"":24000,""max"":24000,""mean"":16005.25},""W"":{""n"":4,""min"":9816,""median"":14422,""p90"":14644,""max"":14644,""mean"":12413.75},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":11556,""median"":18831,""p90"":18831,""max"":18831,""mean"":15193.5}}","{""all"":{""n"":8,""min"":11556,""median"":15460,""p90"":20537,""max"":20537,""mean"":15073.875},""W"":{""n"":3,""min"":11556,""median"":14128,""p90"":16510,""max"":16510,""mean"":14064.666666666666},""D"":null,""L"":{""n"":5,""min"":11726,""median"":15460,""p90"":20537,""max"":20537,""mean"":15679.4}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__hfo-corners","8","disabled","separated_lanes_v2","3","2","3","2","5","1","0.5","0.5625","0.375","0.25","0.19535795103474965","0.10887074683495994","0.0625","-0.125","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""baseline_win"":1,""candidate_win"":2,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":7006,""median"":20249,""p90"":24000,""max"":24000,""mean"":16214.5},""W"":{""n"":3,""min"":16546,""median"":20249,""p90"":21114,""max"":21114,""mean"":19303},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":7006,""median"":7918,""p90"":8883,""max"":8883,""mean"":7935.666666666667}}","{""all"":{""n"":8,""min"":7663,""median"":24000,""p90"":24000,""max"":24000,""mean"":20172.125},""W"":{""n"":2,""min"":13580,""median"":20134,""p90"":20134,""max"":20134,""mean"":16857},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":7663,""median"":7663,""p90"":7663,""max"":7663,""mean"":7663}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__hfo-corners-b","8","disabled","separated_lanes_v2","2","3","3","1","5","2","0.4375","0.4375","0.25","0.125","0.10887074683495994","0.038176543007959585","0","-0.125","{""baseline_win"":3,""candidate_win"":2,""tick_cap_draw"":3}","{""baseline_win"":2,""candidate_win"":1,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":6562,""median"":23474,""p90"":24000,""max"":24000,""mean"":17504.25},""W"":{""n"":2,""min"":12616,""median"":17644,""p90"":17644,""max"":17644,""mean"":15130},""D"":{""n"":3,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":6562,""median"":7738,""p90"":23474,""max"":23474,""mean"":12591.333333333334}}","{""all"":{""n"":8,""min"":6538,""median"":24000,""p90"":24000,""max"":24000,""mean"":18441.5},""W"":{""n"":1,""min"":13376,""median"":13376,""p90"":13376,""max"":13376,""mean"":13376},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":6538,""median"":7618,""p90"":7618,""max"":7618,""mean"":7078}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__hfo-corners-b-golden","8","disabled","separated_lanes_v2","4","1","3","2","1","5","0.5625","0.3125","0.5","0.25","0.2936454286357453","0.10887074683495994","-0.25","-0.25","{""baseline_win"":3,""candidate_win"":4,""tick_cap_draw"":1}","{""baseline_win"":5,""candidate_win"":2,""tick_cap_draw"":1}","{""all"":{""n"":8,""min"":6454,""median"":8785,""p90"":24000,""max"":24000,""mean"":10584.375},""W"":{""n"":4,""min"":8077,""median"":10036,""p90"":10936,""max"":10936,""mean"":9317.75},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":6454,""median"":8165,""p90"":8785,""max"":8785,""mean"":7801.333333333333}}","{""all"":{""n"":8,""min"":6730,""median"":16938,""p90"":24000,""max"":24000,""mean"":14425.625},""W"":{""n"":2,""min"":11146,""median"":20015,""p90"":20015,""max"":20015,""mean"":15580.5},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":5,""min"":6730,""median"":8606,""p90"":20286,""max"":20286,""mean"":12048.8}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__hfo-golden","8","disabled","separated_lanes_v2","4","2","2","3","2","3","0.625","0.5","0.5","0.375","0.2936454286357453","0.19535795103474965","-0.125","-0.125","{""baseline_win"":2,""candidate_win"":4,""tick_cap_draw"":2}","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":7096,""median"":11680,""p90"":24000,""max"":24000,""mean"":13331.25},""W"":{""n"":4,""min"":7096,""median"":11680,""p90"":11844,""max"":11844,""mean"":10317},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":7962,""median"":9420,""p90"":9420,""max"":9420,""mean"":8691}}","{""all"":{""n"":8,""min"":7330,""median"":12490,""p90"":24000,""max"":24000,""mean"":13896.25},""W"":{""n"":3,""min"":9575,""median"":12490,""p90"":13577,""max"":13577,""mean"":11880.666666666666},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":7330,""median"":8310,""p90"":11888,""max"":11888,""mean"":9176}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__hfo-le","8","disabled","separated_lanes_v2","4","2","2","2","4","2","0.625","0.5","0.5","0.25","0.2936454286357453","0.10887074683495994","-0.125","-0.25","{""baseline_win"":2,""candidate_win"":4,""tick_cap_draw"":2}","{""baseline_win"":2,""candidate_win"":2,""tick_cap_draw"":4}","{""all"":{""n"":8,""min"":7420,""median"":9706,""p90"":24000,""max"":24000,""mean"":12827.875},""W"":{""n"":4,""min"":9538,""median"":9706,""p90"":10903,""max"":10903,""mean"":9933.25},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":7420,""median"":7470,""p90"":7470,""max"":7470,""mean"":7445}}","{""all"":{""n"":8,""min"":8092,""median"":24000,""p90"":24000,""max"":24000,""mean"":17734.375},""W"":{""n"":2,""min"":14459,""median"":15160,""p90"":15160,""max"":15160,""mean"":14809.5},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":8092,""median"":8164,""p90"":8164,""max"":8164,""mean"":8128}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__hfo-lvl","8","disabled","separated_lanes_v2","4","1","3","4","1","3","0.5625","0.5625","0.5","0.5","0.2936454286357453","0.2936454286357453","0","0","{""baseline_win"":3,""candidate_win"":4,""tick_cap_draw"":1}","{""baseline_win"":3,""candidate_win"":4,""tick_cap_draw"":1}","{""all"":{""n"":8,""min"":8918,""median"":21164,""p90"":24000,""max"":24000,""mean"":18955.375},""W"":{""n"":4,""min"":14396,""median"":20204,""p90"":21164,""max"":21164,""mean"":18813.25},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":8918,""median"":21483,""p90"":21989,""max"":21989,""mean"":17463.333333333332}}","{""all"":{""n"":8,""min"":8044,""median"":20088,""p90"":24000,""max"":24000,""mean"":17000},""W"":{""n"":4,""min"":19637,""median"":20107,""p90"":20426,""max"":20426,""mean"":20064.5},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":8044,""median"":8918,""p90"":14780,""max"":14780,""mean"":10580.666666666666}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__hfo-original","8","disabled","separated_lanes_v2","3","2","3","2","3","3","0.5","0.4375","0.375","0.25","0.19535795103474965","0.10887074683495994","-0.0625","-0.125","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""baseline_win"":3,""candidate_win"":2,""tick_cap_draw"":3}","{""all"":{""n"":8,""min"":7384,""median"":13606,""p90"":24000,""max"":24000,""mean"":15168.5},""W"":{""n"":3,""min"":10958,""median"":13606,""p90"":19267,""max"":19267,""mean"":14610.333333333334},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":7384,""median"":10046,""p90"":12087,""max"":12087,""mean"":9839}}","{""all"":{""n"":8,""min"":7582,""median"":22249,""p90"":24000,""max"":24000,""mean"":17237.5},""W"":{""n"":2,""min"":9717,""median"":22249,""p90"":22249,""max"":22249,""mean"":15983},""D"":{""n"":3,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":7582,""median"":11791,""p90"":14561,""max"":14561,""mean"":11311.333333333334}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__hfo-rvr","8","disabled","separated_lanes_v2","3","4","1","1","6","1","0.625","0.5","0.375","0.125","0.19535795103474965","0.038176543007959585","-0.125","-0.25","{""baseline_win"":1,""candidate_win"":3,""tick_cap_draw"":4}","{""baseline_win"":1,""candidate_win"":1,""tick_cap_draw"":6}","{""all"":{""n"":8,""min"":8608,""median"":24000,""p90"":24000,""max"":24000,""mean"":20697.625},""W"":{""n"":3,""min"":8608,""median"":20856,""p90"":21190,""max"":21190,""mean"":16884.666666666668},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":18927,""median"":18927,""p90"":18927,""max"":18927,""mean"":18927}}","{""all"":{""n"":8,""min"":18450,""median"":24000,""p90"":24000,""max"":24000,""mean"":22755.5},""W"":{""n"":1,""min"":18450,""median"":18450,""p90"":18450,""max"":18450,""mean"":18450},""D"":{""n"":6,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":19594,""median"":19594,""p90"":19594,""max"":19594,""mean"":19594}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__hfo-tvt","8","disabled","separated_lanes_v2","4","4","0","3","5","0","0.75","0.6875","0.5","0.375","0.2936454286357453","0.19535795103474965","-0.0625","-0.125","{""candidate_win"":4,""tick_cap_draw"":4}","{""candidate_win"":3,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":7870,""median"":24000,""p90"":24000,""max"":24000,""mean"":18302.375},""W"":{""n"":4,""min"":7870,""median"":12002,""p90"":21315,""max"":21315,""mean"":12604.75},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}","{""all"":{""n"":8,""min"":6718,""median"":24000,""p90"":24000,""max"":24000,""mean"":20999.875},""W"":{""n"":3,""min"":6718,""median"":20525,""p90"":20756,""max"":20756,""mean"":15999.666666666666},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}"
"v2_minus_disabled","v5","strata","pinned_supalosa__pacific-heights","8","disabled","separated_lanes_v2","6","2","0","4","2","2","0.875","0.625","0.75","0.5","0.5237063285891094","0.2936454286357453","-0.25","-0.25","{""candidate_win"":6,""tick_cap_draw"":2}","{""baseline_win"":2,""candidate_win"":4,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":9274,""median"":10792,""p90"":24000,""max"":24000,""mean"":13775.5},""W"":{""n"":6,""min"":9274,""median"":9797,""p90"":13450,""max"":13450,""mean"":10367.333333333334},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}","{""all"":{""n"":8,""min"":9045,""median"":16698,""p90"":24000,""max"":24000,""mean"":15652.875},""W"":{""n"":4,""min"":9507,""median"":16698,""p90"":18411,""max"":18411,""mean"":13772},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":9045,""median"":13090,""p90"":13090,""max"":13090,""mean"":11067.5}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__peak","8","disabled","separated_lanes_v2","3","5","0","5","3","0","0.6875","0.8125","0.375","0.625","0.19535795103474965","0.4027757419118244","0.125","0.25","{""candidate_win"":3,""tick_cap_draw"":5}","{""candidate_win"":5,""tick_cap_draw"":3}","{""all"":{""n"":8,""min"":9441,""median"":24000,""p90"":24000,""max"":24000,""mean"":18794.625},""W"":{""n"":3,""min"":9441,""median"":9458,""p90"":11458,""max"":11458,""mean"":10119},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}","{""all"":{""n"":8,""min"":8420,""median"":18713,""p90"":24000,""max"":24000,""mean"":16284.125},""W"":{""n"":5,""min"":8420,""median"":10078,""p90"":18713,""max"":18713,""mean"":11654.6},""D"":{""n"":3,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}"
"v2_minus_disabled","v5","strata","pinned_supalosa__south-pacific","8","disabled","separated_lanes_v2","0","6","2","0","6","2","0.375","0.375","0","0","0","0","0","0","{""baseline_win"":2,""engine_nonliteral_termination_draw"":2,""tick_cap_draw"":4}","{""baseline_win"":2,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":9438,""median"":24000,""p90"":24000,""max"":24000,""mean"":19737.125},""W"":null,""D"":{""n"":6,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":22936.5},""L"":{""n"":2,""min"":9438,""median"":10840,""p90"":10840,""max"":10840,""mean"":10139}}","{""all"":{""n"":8,""min"":9438,""median"":24000,""p90"":24000,""max"":24000,""mean"":19763.75},""W"":null,""D"":{""n"":6,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":22972},""L"":{""n"":2,""min"":9438,""median"":10840,""p90"":10840,""max"":10840,""mean"":10139}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__south-pacific-2","8","disabled","separated_lanes_v2","0","6","2","0","7","1","0.375","0.4375","0","0","0","0","0.0625","0","{""baseline_win"":2,""engine_nonliteral_termination_draw"":2,""tick_cap_draw"":4}","{""baseline_win"":1,""tick_cap_draw"":7}","{""all"":{""n"":8,""min"":13501,""median"":24000,""p90"":24000,""max"":24000,""mean"":21338.125},""W"":null,""D"":{""n"":6,""min"":21642,""median"":24000,""p90"":24000,""max"":24000,""mean"":23261.5},""L"":{""n"":2,""min"":13501,""median"":17635,""p90"":17635,""max"":17635,""mean"":15568}}","{""all"":{""n"":8,""min"":18235,""median"":24000,""p90"":24000,""max"":24000,""mean"":23279.375},""W"":null,""D"":{""n"":7,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":18235,""median"":18235,""p90"":18235,""max"":18235,""mean"":18235}}"
"v2_minus_disabled","v5","strata","pinned_supalosa__tour-of-egypt","8","disabled","separated_lanes_v2","1","1","6","2","0","6","0.1875","0.25","0.125","0.25","0.038176543007959585","0.10887074683495994","0.0625","0.125","{""baseline_win"":6,""candidate_win"":1,""tick_cap_draw"":1}","{""baseline_win"":6,""candidate_win"":2}","{""all"":{""n"":8,""min"":5662,""median"":7960,""p90"":24000,""max"":24000,""mean"":9689.75},""W"":{""n"":1,""min"":9637,""median"":9637,""p90"":9637,""max"":9637,""mean"":9637},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":6,""min"":5662,""median"":7197,""p90"":9922,""max"":9922,""mean"":7313.5}}","{""all"":{""n"":8,""min"":5872,""median"":7652,""p90"":9032,""max"":9032,""mean"":7503.75},""W"":{""n"":2,""min"":7652,""median"":8351,""p90"":8351,""max"":8351,""mean"":8001.5},""D"":null,""L"":{""n"":6,""min"":5872,""median"":7619,""p90"":9032,""max"":9032,""mean"":7337.833333333333}}"
"v2_minus_disabled","v5","strata","ra2web_advanced__hfo-bvb","8","disabled","separated_lanes_v2","3","4","1","1","4","3","0.625","0.375","0.375","0.125","0.19535795103474965","0.038176543007959585","-0.25","-0.25","{""baseline_win"":1,""candidate_win"":3,""tick_cap_draw"":4}","{""baseline_win"":3,""candidate_win"":1,""tick_cap_draw"":4}","{""all"":{""n"":8,""min"":8997,""median"":24000,""p90"":24000,""max"":24000,""mean"":17234.75},""W"":{""n"":3,""min"":8997,""median"":9443,""p90"":10053,""max"":10053,""mean"":9497.666666666666},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":13385,""median"":13385,""p90"":13385,""max"":13385,""mean"":13385}}","{""all"":{""n"":8,""min"":18136,""median"":24000,""p90"":24000,""max"":24000,""mean"":22215.125},""W"":{""n"":1,""min"":18136,""median"":18136,""p90"":18136,""max"":18136,""mean"":18136},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":19771,""median"":20308,""p90"":23506,""max"":23506,""mean"":21195}}"
