"caseIndex","opponent","opponentMapOrdinal","mapId","directionOrdinal","candidateStart","opponentStart","candidateStartOrdinal","opponentStartOrdinal","countryOrdinal","country","candidateSlot","requestedEngineSeed","maxUpdates","stratumId","topologyId","role","jobId","artifactSha256","artifactBytes","sourceCommit","runnerSha256","protocolSha256","mapSha256","v5","v6"
"47","pinned_supalosa","5","hfo-corners-b","1","88,34","39,82","1","0","1","Africans","1","3350110047","24000","pinned_supalosa__hfo-corners-b","hfo","competitive","27366105","69d333edf084c32821a923e1764240a1742ec98d40bc68f26bb4ba6229324ff3","357035","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"48","pinned_supalosa","6","hfo-corners-b-golden","0","39,82","88,34","0","1","0","Americans","0","3350110048","24000","pinned_supalosa__hfo-corners-b-golden","hfo","competitive","27366110","bae6f01efd868961f6ff685696a40fcfc10c9e2b6632a65c5a69d98641e6c86d","221945","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""baseline_win"",""tick"":8785,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":7684,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""baseline_win"",""tick"":8785,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":7684,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"49","pinned_supalosa","6","hfo-corners-b-golden","0","39,82","88,34","0","1","0","Americans","1","3350110049","24000","pinned_supalosa__hfo-corners-b-golden","hfo","competitive","27366111","406a7d7dabb95f1fd288b9928146d558b0580a126017a58511ee5287da181611","306742","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""candidate_win"",""tick"":10936,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":20015,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":7264,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":10936,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":20015,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":7264,""winner"":""candidate""}}"
"50","pinned_supalosa","6","hfo-corners-b-golden","0","39,82","88,34","0","1","1","Africans","0","3350110050","24000","pinned_supalosa__hfo-corners-b-golden","hfo","competitive","27366116","308770a716d8e5bca4437d8dfe4daf54978f92817a1c4e82064987b3581f7c2c","346085","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""candidate_win"",""tick"":8077,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":16938,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":8077,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":8077,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":16938,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":8077,""winner"":""candidate""}}"
"51","pinned_supalosa","6","hfo-corners-b-golden","0","39,82","88,34","0","1","1","Africans","1","3350110051","24000","pinned_supalosa__hfo-corners-b-golden","hfo","competitive","27366117","a92b8ade3a90f89d61d821d8fe3f38466f4351497bebd9c639a89659c61e2115","374709","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""candidate_win"",""tick"":8222,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":8222,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":8222,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":8222,""winner"":""candidate""}}"
"52","pinned_supalosa","6","hfo-corners-b-golden","1","88,34","39,82","1","0","0","Americans","0","3350110052","24000","pinned_supalosa__hfo-corners-b-golden","hfo","competitive","27366141","518413dfcb5d21904d253af0d565a702e93dd0eecc0198104a4bf145faf3c78c","190612","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""baseline_win"",""tick"":6454,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":6730,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":6454,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":6454,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":6730,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":6454,""winner"":""baseline""}}"
"53","pinned_supalosa","6","hfo-corners-b-golden","1","88,34","39,82","1","0","0","Americans","1","3350110053","24000","pinned_supalosa__hfo-corners-b-golden","hfo","competitive","27366143","b513b525a6ecd3a17b373e626a44c1c2fa3534624837744ed61be4aa1593a51f","294006","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""candidate_win"",""tick"":10036,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":11146,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10485,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":10036,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":11146,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10485,""winner"":""candidate""}}"
"54","pinned_supalosa","6","hfo-corners-b-golden","1","88,34","39,82","1","0","1","Africans","0","3350110054","24000","pinned_supalosa__hfo-corners-b-golden","hfo","competitive","27366145","b26e8664548fce958c626b50bca2bcaff7ca3b18a40a30d58c48a72f58571c6b","374025","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":20286,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":20286,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"55","pinned_supalosa","6","hfo-corners-b-golden","1","88,34","39,82","1","0","1","Africans","1","3350110055","24000","pinned_supalosa__hfo-corners-b-golden","hfo","competitive","27366146","1ef89d56ddeab42df25b77c9d4c7ae7679c205af2fc8514f5a847c69a3da1500","368815","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""baseline_win"",""tick"":8165,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8606,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":8165,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":8165,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8606,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":8165,""winner"":""baseline""}}"
"56","pinned_supalosa","7","hfo-bvb","0","87,158","151,119","0","1","0","Americans","0","3350110056","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27366205","11a8282e0688f22eba9ebab1b4330d60c12622caaeb63d039d40f57aa4e5cc2a","391515","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":20537,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":20537,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"57","pinned_supalosa","7","hfo-bvb","0","87,158","151,119","0","1","0","Americans","1","3350110057","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27366206","6aaf0e7f21579d59c51fac3d7f32dd49d2229cc84d8db82f63ef712c09c0e7f9","325811","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""candidate_win"",""tick"":14644,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":14128,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":14392,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":14644,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":14128,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":14392,""winner"":""candidate""}}"
"58","pinned_supalosa","7","hfo-bvb","0","87,158","151,119","0","1","1","Africans","0","3350110058","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27366207","6df0124f602dadfd47ad8b38408b218f76f7e2c9ceb61b221fb2e979e661e3da","381148","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""candidate_win"",""tick"":9816,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":11556,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9816,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":9816,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":11556,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9816,""winner"":""candidate""}}"
"59","pinned_supalosa","7","hfo-bvb","0","87,158","151,119","0","1","1","Africans","1","3350110059","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27366267","6ea7a9e9e7080575151213619632dcbe4c8bbbc2d197426907055d59f0a9f23e","469965","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""candidate_win"",""tick"":10773,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":16510,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10773,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":10773,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":16510,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10773,""winner"":""candidate""}}"
"60","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","0","Americans","0","3350110060","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27366272","83de7760b41da54ab066252bb38363dfe7b8c5c54516d233cdae0c53ec945d87","234009","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""candidate_win"",""tick"":14422,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":11726,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":10175,""winner"":""baseline""}}","{""disabled"":{""status"":""candidate_win"",""tick"":14422,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":11726,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":10175,""winner"":""baseline""}}"
"61","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","0","Americans","1","3350110061","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27366273","637e758ff1601efc136b295b681b39a5594a66b19829de2260b7afd310a51bf9","240744","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""baseline_win"",""tick"":11556,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":15460,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":11682,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":11556,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":15460,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":11682,""winner"":""baseline""}}"
"62","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","1","Africans","0","3350110062","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27366274","c3307dc90a94f92119a50704b5a7ba7ac52bb0697e06b81d32e0694496eb5a84","610202","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":13164,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":13164,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"63","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","1","Africans","1","3350110063","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27366276","3c64b15fcf3c30f5c3549cd5e9b8333698ec2530cf724037a0e5a2cc5b2394be","411643","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""baseline_win"",""tick"":18831,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":17510,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":18831,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":18831,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":17510,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":18831,""winner"":""baseline""}}"
"64","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","0","Americans","0","3350110064","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27366277","4ea2931dbed0e4ace3b2ea537db15afe7d4e9b4c3ca30b686248bc6f17b65caa","215521","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","aa0b71473092d701834920275f8d42aeeb2614d4ad1244d6fb3741e8f62f7efc","{""disabled"":{""status"":""baseline_win"",""tick"":8918,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8918,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":8918,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":8918,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8918,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":8918,""winner"":""baseline""}}"
"65","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","0","Americans","1","3350110065","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27366311","ae3602ce2d9fa1b580a0364b83fb5a683a23fbb15988af58a22260125868b1a3","273752","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","aa0b71473092d701834920275f8d42aeeb2614d4ad1244d6fb3741e8f62f7efc","{""disabled"":{""status"":""candidate_win"",""tick"":19489,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":19637,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":20029,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":19489,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":19637,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":20029,""winner"":""candidate""}}"
"66","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","1","Africans","0","3350110066","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27366315","df5449229e48385e4b79dd949f5bed221a66037f2938c92a14c37dc4da81879a","551573","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","aa0b71473092d701834920275f8d42aeeb2614d4ad1244d6fb3741e8f62f7efc","{""disabled"":{""status"":""baseline_win"",""tick"":21989,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":14780,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":21989,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":21989,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":14780,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":21989,""winner"":""baseline""}}"
"67","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","1","Africans","1","3350110067","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27366322","6fd5f8837ab5e6ce840bf7e78ae0330c899fab420e640a585a06d169519e30c7","488009","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","aa0b71473092d701834920275f8d42aeeb2614d4ad1244d6fb3741e8f62f7efc","{""disabled"":{""status"":""baseline_win"",""tick"":21483,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":21483,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":21483,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":21483,""winner"":""baseline""}}"
"68","pinned_supalosa","8","hfo-lvl","1","87,157","39,82","1","0","0","Americans","0","3350110068","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27366324","9b63a0088d4eb7cdc39ad0ac57949f2662936f04f57b7a5a68f9cf034b5d554e","216123","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","aa0b71473092d701834920275f8d42aeeb2614d4ad1244d6fb3741e8f62f7efc","{""disabled"":{""status"":""candidate_win"",""tick"":21164,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8044,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":8104,""winner"":""baseline""}}","{""disabled"":{""status"":""candidate_win"",""tick"":21164,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8044,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":8104,""winner"":""baseline""}}"
"69","pinned_supalosa","8","hfo-lvl","1","87,157","39,82","1","0","0","Americans","1","3350110069","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27366325","a552daa9b0aa71a0ea419fd08e2caa5c53a07a9da0002aa34078b620144a6630","214839","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","aa0b71473092d701834920275f8d42aeeb2614d4ad1244d6fb3741e8f62f7efc","{""disabled"":{""status"":""candidate_win"",""tick"":20204,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":20107,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":20153,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":20204,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":20107,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":20153,""winner"":""candidate""}}"
"70","pinned_supalosa","8","hfo-lvl","1","87,157","39,82","1","0","1","Africans","0","3350110070","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27366327","c258dcf4aeb9b0687edfdb3bb6b41e6971113968b177010ec805b007d5e72f3c","376041","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","aa0b71473092d701834920275f8d42aeeb2614d4ad1244d6fb3741e8f62f7efc","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":20426,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":20426,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
